Geneid	Chr	Start	End	Strand	Length	Female.ovary_1Aligned.sortedByCoord.out.bam	Female.ovary_2Aligned.sortedByCoord.out.bam	Female.ovary_3Aligned.sortedByCoord.out.bam	Female.ovary_4Aligned.sortedByCoord.out.bam	Female.ovary_5Aligned.sortedByCoord.out.bam	Female.brain_1Aligned.sortedByCoord.out.bam	Female.brain_2Aligned.sortedByCoord.out.bam	Female.brain_3Aligned.sortedByCoord.out.bam	Female.brain_4Aligned.sortedByCoord.out.bam	Female_embryonic_brain_1Aligned.sortedByCoord.out.bam	Female_embryonic_brain_2Aligned.sortedByCoord.out.bam	Male.testis_1Aligned.sortedByCoord.out.bam	Male.testis_2Aligned.sortedByCoord.out.bam	Male.testis_3Aligned.sortedByCoord.out.bam
droNovLTRL4_LTR 203 656	chr1;chr1;chr2;chr2;chr23;chr3;chr3;chr3;chr3;chr3	12019230;20694899;56920401;79987436;272866;3049957;6313961;25613353;30511836;53932242	12019673;20695365;56920828;79987886;273320;3050398;6314407;25613819;30512288;53932703	-;-;-;+;+;-;-;-;-;-	4516	11	9	2	3	5	9	10	8	5	11	3	2	9	5
TguLTR11-La_droNov_LTR 892 1185	chr1	12019672	12019991	+	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 203 483	chr1	12069654	12069952	+	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 46 1054	chr1;chr1;chr1;chr6	12434881;184821152;214063102;12948155	12435855;184822159;214064094;12949074	-;-;-;-	3896	0	0	0	0	0	0	1	0	4	0	0	0	0	0
droNovLTR3_LTR 1 45	chr1;chr7	12435935;28336419	12435979;28336461	-;-	88	0	0	0	0	0	0	0	0	0	0	0	2	0	0
droNovLTRL5_LTR 67 423	chr1	12604400	12604740	-	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 222 467	chr1	12920401	12920653	+	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL3_LTR 526 863	chr1	12980121	12980438	-	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL3_LTR 1 607	chr1	12980415	12981064	-	650	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 7 960	chr1	13003973	13004460	+	488	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 961 1054	chr1	13004816	13004861	+	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-2_StHa-I 6824 6884	chr1	13058134	13058199	-	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL8_LTR 1 205	chr1	13078851	13079052	+	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL8_LTR 640 726	chr1	13079052	13079133	+	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR8.inc 4326 4497	chr1	13106332	13106492	+	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-602.inc 99 412	chr1	13106385	13106681	-	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lb_droNov_LTR 619 888	chr1	13106538	13106805	+	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 3 766	chr1	13107583	13108231	+	649	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1 391	chr1	13128545	13128944	+	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1030 1315	chr1	13143512	13143770	+	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-3_StHa-I 4281 4446	chr1	13192208	13192371	+	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 1 182	chr1	13349049	13349225	+	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 653 789	chr1	13349203	13349329	+	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lc_droNov_LTR 1 418	chr1;chr2	13415012;24668443	13415234;24668670	+;-	451	0	0	0	0	0	0	0	0	0	0	0	0	0	1
droNovLTR8.inc 4348 4913	chr1	13415235	13415775	+	541	0	0	0	0	0	0	0	0	0	0	0	1	0	1
TguLTR11-Lc_droNov_LTR 419 1214	chr1	13415776	13416196	+	421	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 42 253	chr1	13427501	13427718	+	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHabLTRL6_LTR 1 119	chr1	13439097	13439225	+	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL9_LTR 3 720	chr1;chr2;chr3	13506581;57960462;57189459	13507295;57961239;57190190	-;-;+	2225	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TguLTR11-Ld_droNov_LTR 1 682	chr1;chr1	13549574;206195838	13550272;206196495	+;+	1357	0	1	0	0	0	0	0	0	0	2	0	0	0	0
TguLTR11-Ld_droNov_LTR 654 964	chr1;chr1	13550311;62668859	13550609;62669160	+;+	601	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 288 532	chr1	13553944	13554169	-	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL3_LTR 1 177	chr1	13556483	13556656	+	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL3_LTR 167 863	chr1	13556708	13557377	+	670	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL4_LTR 1 271	chr1;chr1;chr1;chr1;chr1;chr3;chr3;chr3;chr4;chr8	13571534;42360432;195779970;37635061;47794024;19373801;29316317;31176920;51562931;27153466	13571804;42360711;195780237;37635331;47794289;19374071;29316588;31177188;51563203;27153735	+;+;+;-;-;-;-;+;-;-	2711	1	0	0	3	0	2	0	2	2	1	0	0	1	1
droNovLTRL3_LTR 1 114	chr1;chr1;chr4	13755607;39226205;40522621	13755720;39226317;40522734	+;+;-	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 33 467	chr1	13781750	13782168	+	419	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 311 541	chr1	13841166	13841376	+	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 185 678	chr1	13948243	13948724	+	482	0	0	0	0	0	0	0	0	2	0	0	0	0	0
TguLTR11-Lc_droNov_LTR 923 1161	chr1;chr1;chr1;chr2	13948725;80028393;104725403;132342023	13948954;80028622;104725633;132342253	-;-;-;-	922	0	1	0	0	0	1	0	0	0	0	1	0	0	0
TguLTR11-Lc_droNov_LTR 2 922	chr1;chr1;chr1;chr2	13948986;80028658;104725687;132342283	13949895;80029544;104726576;132343169	-;-;-;-	3574	0	0	1	3	0	0	1	0	0	0	1	0	1	1
droNovLTR3_LTR 675 1054	chr1	13949896	13950298	+	403	0	0	0	3	1	25	0	1	2	0	0	0	0	0
strHab2-101.inc 1864 1965	chr1	14104965	14105055	+	91	0	0	0	0	0	1	0	0	0	0	0	0	0	0
droNovLTRL9_LTR 185 718	chr1	14331765	14332327	-	563	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn6-2469.inc 1339 1415	chr1	14336797	14336824	-	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 1 505	chr1;chr2	14337671;89094778	14338151;89095274	-;+	978	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 62 404	chr1	14610271	14610597	-	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 202 371	chr1	14610729	14610895	+	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 119 632	chr1	14610911	14611515	-	605	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 89 514	chr1	14611538	14611953	+	416	0	1	1	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 371 528	chr1	14611991	14612131	+	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 195 692	chr1	14612189	14612575	+	387	0	2	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR5_LTR 636 743	chr1	14779515	14779601	+	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 1 296	chr1	14805057	14805350	-	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_I-int 113 6071	chr1	14807208	14813183	+	5976	4	8	7	4	6	1	0	2	5	10	0	6	6	4
droNovLTR5_LTR 1 392	chr1;chr6	14881234;15331874	14881604;15332267	+;-	765	0	11	0	3	6	1	1	0	0	0	0	0	6	4
droNovLTR3_LTR 987 1045	chr1	14882045	14882104	+	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR5_LTR 706 840	chr1;chr1;chr2	14882113;37253589;19267804	14882250;37253713;19267928	+;-;-	388	0	0	0	0	0	0	0	0	0	0	0	0	0	1
droNovLTR3_LTR 1 50	chr1	14943415	14943464	-	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-9_PMaj-LTR 269 308	chr1	14993483	14993522	+	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 282 518	chr1	15000825	15001067	-	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_LTR 1 92	chr1	15147757	15147848	+	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 1831 2468	chr1	15147842	15148481	+	640	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-236.inc 1807 1983	chr1	15149266	15149438	+	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 2460 3907	chr1	15149530	15150959	+	1430	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERVK6-int 7970 8166	chr1	15150815	15151015	+	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 3893 4044	chr1;chr1;chr1;chr1;chr12;chr15;chr33;chr33;chr5	15151038;86217265;89152343;133391343;100028;14791;2877524;2899142;67692254	15151189;86217416;89152494;133391486;100179;14942;2877675;2899293;67692400	+;+;+;-;-;-;+;+;+	1355	4	0	1	2	0	1	3	0	0	0	0	0	0	0
droNovLTRL6_LTR 2 510	chr1	15154619	15155104	-	486	0	0	0	0	0	0	0	1	0	0	0	0	0	0
droNovLTR3_LTR 3 1044	chr1;chr1;chr5	15205233;204725883;21301492	15206260;204726972;21302524	-;+;-	3151	1	0	0	0	0	1	0	5	38	2	7	0	0	0
strHab6-5973.inc 3170 3248	chr1	15253416	15253497	-	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lycPyrLTR3.inc 2648 2923	chr1	15268667	15268940	-	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-2_StHa-I 4939 5067	chr1	15269619	15269748	-	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNov6-11052.inc 251 473	chr1	15272272	15272500	-	229	0	0	0	0	0	0	0	0	0	0	0	0	1	0
droNovLTRL3_LTR 2 117	chr1;chr1;chr2;chr3	15272629;56633003;155764976;71161665	15272742;56633118;155765091;71161780	+;+;+;-	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1046 1308	chr1	15328916	15329185	-	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR2_LTR 472 669	chr1	15397849	15398029	-	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1011 1318	chr1	15506543	15506863	-	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 6 254	chr1	15506849	15507092	-	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 428 520	chr1	15534338	15534436	-	99	0	0	0	0	0	0	0	0	0	0	0	0	0	2
droNovLTR5_LTR 27 392	chr1	15596138	15596487	+	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 23 524	chr1	15618804	15619312	-	509	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL3_LTR 577 863	chr1;chr2	15648535;61510811	15648814;61511076	+;-	546	0	0	0	0	0	0	1	0	0	0	0	0	0	0
droNovLTR3_LTR 704 1049	chr1	15724762	15725083	+	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 909 1317	chr1	15745031	15745440	-	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1 282	chr1	15745439	15745704	-	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lc_droNov_LTR 922 1150	chr1	15782804	15783013	-	210	0	2	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lc_droNov_LTR 1 771	chr1	15783060	15783827	-	768	0	0	1	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 723 818	chr1	15787201	15787298	-	98	1	0	0	0	0	0	0	1	0	0	0	0	1	0
droNovLTR3_LTR 1 340	chr1;chr1	15787563;47910436	15787885;47910754	-;-	642	0	1	0	0	0	2	0	2	1	0	0	1	0	0
droNovLTRL2_LTR 969 1314	chr1	15814339	15814675	-	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 421 968	chr1	15814717	15815203	-	487	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 1 89	chr1;chr1	15821698;74304990	15821786;74305080	+;-	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lc_droNov_LTR 1 990	chr1	16163838	16164668	+	831	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lc_droNov_LTR 991 1210	chr1	16164705	16164859	+	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 33 640	chr1	16221364	16221902	+	539	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNov5-3049.inc 20 223	chr1	16245997	16246203	-	207	1	0	0	0	0	0	0	0	0	0	0	1	0	0
droNovLTRL2_LTR 557 640	chr1	16251351	16251431	-	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 879 1017	chr1	16251418	16251565	-	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 20 757	chr1	16267291	16267936	-	646	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 251 522	chr1	16282776	16283051	-	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lb_droNov_LTR 1 44	chr1;chr1;chr23	16309182;182438719;1620374	16309225;182438762;1620417	+;+;+	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_LTR 102 182	chr1	16309241	16309321	+	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lc_droNov_LTR 787 1159	chr1	16309398	16309773	+	376	0	0	0	0	0	2	0	0	0	0	0	0	0	0
droNovLTRL3_LTR 1 259	chr1	16591837	16592147	+	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL10_LTR 1 375	chr1	16697644	16698033	-	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERV2_I-Lb_lycPyr.inc-int 1411 1461	chr1	16774987	16775035	+	49	0	0	0	0	0	0	0	0	0	0	1	0	0	0
droNovLTR8.inc 4299 4944	chr1	16802090	16802744	+	655	0	0	0	0	0	0	0	3	4	0	0	0	0	0
droNovLTRL8_LTR 1 718	chr1	16844094	16844826	-	733	0	0	0	0	0	0	0	0	1	0	0	0	0	0
droNovLTR3_LTR 1 1052	chr1;chr2;chr4;chr4	16925395;58737888;37873630;54687031	16926383;58738868;37874695;54688051	+;-;+;+	4057	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 703 1032	chr1	16984287	16984423	-	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 21 461	chr1	16984710	16985166	-	457	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1060 1318	chr1	17000420	17000680	-	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 866 1031	chr1	17003089	17003241	-	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 948 1024	chr1;chr3	17003243;12848416	17003309;12848490	-;-	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 5 876	chr1	17003323	17004199	-	877	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-3_StHa-I 4283 4456	chr1;chr4	17101520;63131871	17101551;63132041	-;+	203	0	0	0	0	0	0	1	0	0	0	0	0	0	0
droNovLTRL2_LTR 255 483	chr1	17247972	17248206	-	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 25 303	chr1	17248214	17248472	-	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 855 1313	chr1	17362698	17363166	-	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHabLTRL6_LTR 1 141	chr1;chr3;chr3	17387476;56663832;111482655	17387619;56663976;111482798	+;-;+	433	0	0	0	0	0	0	3	0	1	0	0	0	0	1
droNovLTR5_LTR 47 840	chr1	17539707	17540461	-	755	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 175 871	chr1	17607663	17608089	-	427	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 1 264	chr1	17608144	17608405	-	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 448 692	chr1	17609065	17609298	-	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL9_LTR 2 479	chr1	17609696	17610174	+	479	0	0	0	0	0	1	0	0	0	0	0	0	0	0
droNovLTRL6_LTR 26 561	chr1	17681299	17681865	-	567	1	5	0	0	1	4	1	1	1	0	0	0	9	1
GGERVL-A-int 2881 5479	chr1	17731645	17734194	+	2550	14	17	7	8	7	5	12	5	10	2	5	8	7	8
droNovLTR4.inc 795 940	chr1	17734321	17734448	+	128	0	0	0	0	0	0	0	0	1	1	1	2	0	0
droNovLTRL2_LTR 879 1289	chr1	17928863	17929277	-	415	0	0	0	0	0	0	0	0	1	0	0	0	0	0
droNovLTRL2_LTR 40 519	chr1	17929328	17929831	-	504	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 3 343	chr1	17971661	17972025	+	365	0	0	0	0	0	0	0	0	0	0	0	0	1	0
droNovLTRL2_LTR 1107 1294	chr1	18051544	18051711	-	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR2_LTR 12 677	chr1	18086408	18087078	+	671	0	0	0	0	2	1	0	0	0	0	0	0	0	0
droNovLTRL9_LTR 1 283	chr1	18156702	18156980	-	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_I-int 5943 6071	chr1	18176816	18176948	-	133	0	3	1	0	2	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_I-int 3841 5837	chr1	18177211	18178872	-	1662	1	3	4	0	6	0	0	0	0	0	0	0	3	1
ERV3-2_StHa-I 4206 4869	chr1	18178794	18179462	-	669	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_I-int 267 5242	chr1	18179105	18183442	-	4338	1	1	2	0	11	0	0	0	0	3	0	0	0	0
Soprano-Lc_droNov_I-int 2 135	chr1	18183429	18183561	-	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV1-11_PMaj-I 296 404	chr1	18183579	18183688	-	110	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ERV1-4_Crp-Lb_ptiPar-int 1 722	chr1	18186839	18186912	+	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab5-592.inc 1 72	chr1;chr4	18186936;33187616	18187005;33187691	-;+	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 6 873	chr1	18282029	18282858	+	830	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 2 768	chr1;chr1;chr1;chr1;chr8	18321651;39857474;55308207;42293895;34473706	18322362;39858191;55308943;42294635;34474409	-;-;-;+;+	3612	4	2	1	0	2	2	0	1	2	0	1	1	2	0
droNovLTRL1_LTR 1 51	chr1	18325807	18325856	+	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 13 87	chr1	18381569	18381639	+	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERV1-Lb_I_corCor-int 1389 1481	chr1	18387106	18387198	+	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 1 195	chr1	18392677	18392879	+	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 654 768	chr1	18392892	18392993	+	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lb_droNov_LTR 220 888	chr1;chr5;chr8	18438690;11389026;17599641	18439382;11389713;17600312	-;+;-	2053	0	0	0	0	0	0	0	1	0	0	2	0	0	0
droNovLTR8.inc 4301 4590	chr1	18439154	18439425	-	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR1b_LTR 1 517	chr1;chr20;chr26;chr3;chr3	18439864;18284011;1506706;44384349;110721395	18440378;18284517;1507222;44384857;110721896	-;-;+;+;+	2550	0	1	1	1	0	0	0	0	0	0	0	0	0	0
droNovLTRL11_LTR 25 111	chr1	18442142	18442218	+	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR4.inc 3326 3504	chr1	18452044	18452228	+	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1048 1318	chr1	18642908	18643174	-	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1 184	chr1	18643234	18643414	-	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 880 1126	chr1	18665262	18665506	-	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 235 518	chr1	18665559	18665842	-	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 25 278	chr1	18665844	18666087	-	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 939 1318	chr1	18751923	18752287	-	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 417 533	chr1	18752317	18752430	-	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_LTR 279 572	chr1	18881996	18882336	+	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNov5-3049.inc 1 221	chr1	18882337	18882549	+	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13a_LTR 273 429	chr1	18900053	18900209	+	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1218 1311	chr1	18930929	18931022	+	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL11_LTR 355 676	chr1;chr2;chr3;chr3;chr3;chr4	18956061;59459620;30760368;99288901;117620286;34519572	18956385;59459941;30760692;99289225;117620607;34519893	-;+;+;-;-;-	1941	4	1	0	0	0	3	2	0	5	6	0	1	0	1
droNovLTRL11_LTR 356 500	chr1	18956382	18956525	-	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL11_LTR 1 388	chr1	18956543	18956931	-	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 288 521	chr1	19031861	19032109	-	249	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ERV3-1_GG-LTR 356 396	chr1	19478334	19478372	+	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 1 62	chr1;chr3	19684215;20125356	19684274;20125416	+;-	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 4 1051	chr1	19837485	19838104	+	620	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 1 187	chr1	19840001	19840151	-	151	0	0	1	0	0	0	1	0	0	0	0	0	0	0
TguLTRL1-La_lycPyr.inc 8825 8896	chr1	19862986	19863056	+	71	0	0	0	0	0	0	1	0	0	0	0	0	0	0
droNovLTRL5_LTR 383 517	chr1	19877279	19877413	-	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-602.inc 1 326	chr1	19878893	19879217	+	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-La_droNov_LTR 221 771	chr1	19878979	19879555	-	577	3	0	0	1	2	0	1	2	0	1	1	1	4	0
TguERVK7_I-int 5841 5922	chr1	20214300	20214380	+	81	4	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 685 1316	chr1	20417854	20418504	-	651	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lc_droNov_LTR 782 870	chr1	20695364	20695460	+	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNov5-3049.inc 1 273	chr1	20695424	20695675	-	252	1	1	1	0	1	1	1	0	0	0	0	1	1	0
TguLTR11-Lc_droNov_LTR 867 1161	chr1	20696132	20696400	+	269	0	1	0	0	1	4	0	2	1	4	1	0	0	0
droNovLTRL6_LTR 317 471	chr1	20697597	20697749	-	153	0	0	1	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL6_LTR 5 153	chr1	20697826	20697968	-	143	0	1	0	0	0	0	0	0	0	0	0	0	0	1
droNovLTR5_LTR 3 840	chr1;chr1;chr1;chr3;chr3	20722854;53284432;102299030;15580012;29129689	20723694;53285253;102299813;15580878;29130570	+;+;+;-;-	4196	0	0	1	0	0	0	0	0	1	0	2	1	0	0
droNovLTRL2_LTR 39 642	chr1	20827085	20827720	-	636	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-1_GG-I 1146 1221	chr1	21566464	21566544	+	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 75 1044	chr1	21863146	21864104	+	959	0	0	0	0	0	1	0	0	0	0	0	0	0	0
droNovLTR3_LTR 830 1049	chr1	22007282	22007486	-	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 3 1048	chr1;chr14	22014167;19212958	22015188;19213917	+;-	1982	2086	1647	1183	1067	1380	1395	1000	760	921	78	57	1122	1653	1305
droNovLTRL2_LTR 1 131	chr1	22055575	22055716	-	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 885 1303	chr1	22064626	22065030	-	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 3 830	chr1	22065159	22065901	-	743	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-1_GG-LTR 358 432	chr1	22108412	22108484	+	73	2	1	1	0	0	9	21	3	4	0	0	1	0	0
TguERV1_I-int 1584 1633	chr1	22289180	22289225	-	46	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ERV3-2_PMaj-LTR 926 998	chr1	22446679	22446759	-	81	0	0	0	0	0	0	0	0	0	1	2	0	0	0
droNovLTRL2_LTR 8 1318	chr1;chr3	22585874;59737025	22587238;59737893	+;-	2234	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 1 205	chr1;chr19;chr4	22689493;10124677;21322282	22689692;10124867;21322488	+;-;-	598	0	0	0	0	0	0	0	0	0	0	0	0	0	0
